item,transcript_id,corpus_name,target_child_name,media_start,media_end,audio_file
doggy,42400,Providence,Naima,3421.36,3423.84,010511
doggy,42400,Providence,Naima,3442.168,3445.49,010511
doggy,42400,Providence,Naima,3445.49,3452.546,010511
doggy,42400,Providence,Naima,3452.546,3455.705,010511
doggy,42395,Providence,Naima,714.706,717.82,010403
doggy,42403,Providence,Naima,2857.358,2860.83,010604
doggy,42395,Providence,Naima,1133.908,1136.24,010403
doggy,42395,Providence,Naima,1314.69,1317.358,010403
doggy,42395,Providence,Naima,1318.328,1321.055,010403
doggy,42395,Providence,Naima,1425.355,1427.36,010403
doggy,42395,Providence,Naima,1427.36,1429.421,010403
doggy,42395,Providence,Naima,1440.383,1444.168,010403
doggy,42395,Providence,Naima,1444.168,1448.375,010403
doggy,42395,Providence,Naima,1450.548,1452.93,010403
doggy,42395,Providence,Naima,1457.441,1464.565,010403
doggy,42403,Providence,Naima,4140.95,4142.886,010604
doggy,42393,Providence,Naima,4423.036,4425.285,010312
doggy,42393,Providence,Naima,4428.29,4431.891,010312
doggy,42393,Providence,Naima,4438.485,4439.753,010312
doggy,42394,Providence,Naima,3117.251,3119.37,010325
doggy,42394,Providence,Naima,3119.37,3121.17,010325
doggy,42394,Providence,Naima,3121.17,3126.418,010325
doggy,42423,Providence,Naima,155.34,159.975,011107
doggy,42418,Providence,Naima,1877.38,1878.45,011005
doggy,42418,Providence,Naima,1878.45,1881.475,011005
doggy,42421,Providence,Naima,3544.516,3571.75,011027
doggy,42426,Providence,Naima,14.145,17.941,020004
doggy,42431,Providence,Naima,3198.238,3199.71,020116
doggy,42431,Providence,Naima,3216.051,3217.925,020116
doggy,42422,Providence,Naima,4332.415,4334.96,011012
doggy,42426,Providence,Naima,3914.053,3915.58,020004
doggy,42426,Providence,Naima,3964.09,3966.355,020004
doggy,42449,Providence,Naima,1621.095,1626.118,020527
doggy,42475,Providence,Violet,570.055,574.461,010309
doggy,42475,Providence,Violet,574.461,577.828,010309
doggy,42475,Providence,Violet,607.151,609.358,010309
doggy,42479,Providence,Violet,123.793,125.44,010603
doggy,42479,Providence,Violet,125.44,128.71,010603
doggy,42479,Providence,Violet,237.771,243.73,010603
doggy,42479,Providence,Violet,328.255,338.435,010603
doggy,42476,Providence,Violet,516.645,521.836,010326
doggy,42476,Providence,Violet,521.836,524.996,010326
doggy,42476,Providence,Violet,524.996,535.515,010326
doggy,42476,Providence,Violet,535.515,536.328,010326
doggy,42478,Providence,Violet,1161.911,1164.41,010420
doggy,42478,Providence,Violet,1521.518,1523.556,010420
doggy,42478,Providence,Violet,1523.556,1529.575,010420
doggy,42478,Providence,Violet,1572.811,1574.278,010420
doggy,42492,Providence,Violet,152.231,154.106,011128
doggy,42486,Providence,Violet,539.43,541.65,010822
doggy,42482,Providence,Violet,2897.196,2900.645,010503
doggy,42485,Providence,Violet,1740.86,1744.85,010805
doggy,42485,Providence,Violet,1745.941,1747.348,010805
doggy,42485,Providence,Violet,1752.926,1760.415,010805
doggy,42485,Providence,Violet,1766.895,1771.676,010805
doggy,42485,Providence,Violet,1774.76,1777.453,010805
doggy,42487,Providence,Violet,811.718,814.571,010907
doggy,42487,Providence,Violet,814.571,818.011,010907
doggy,42487,Providence,Violet,824.93,828.68,010907
doggy,42487,Providence,Violet,830.08,831.65,010907
doggy,42487,Providence,Violet,831.65,834.355,010907
doggy,42487,Providence,Violet,834.355,842.126,010907
doggy,42487,Providence,Violet,908.118,911.551,010907
doggy,42487,Providence,Violet,1029.411,1032.528,010907
doggy,42487,Providence,Violet,1047.686,1051.398,010907
doggy,42492,Providence,Violet,1461.388,1464.12,011128
doggy,42487,Providence,Violet,1179.01,1180.521,010907
doggy,42489,Providence,Violet,2156.145,2159.815,011012
doggy,42496,Providence,Violet,568.236,569.441,020110
doggy,42496,Providence,Violet,587.016,588.44,020110
doggy,42495,Providence,Violet,1305.853,1308.66,020119
doggy,42474,Providence,Violet,200.623,206.32,010214
doggy,42474,Providence,Violet,236.191,239.891,010214
doggy,42513,Providence,Violet,62.415,63.835,021028
doggy,42502,Providence,Violet,1010.576,1013.096,020515
doggy,42501,Providence,Violet,2791.963,2794.538,020501
doggy,42513,Providence,Violet,1786.848,1790.558,021028
doggy,42513,Providence,Violet,1954.976,1961.103,021028
doggy,42525,Providence,William,948.93,950.33,010412
doggy,42525,Providence,William,2160.891,2162.965,010412
doggy,42525,Providence,William,2162.965,2166.411,010412
doggy,42513,Providence,Violet,2312.34,2314.978,021028
doggy,42513,Providence,Violet,2316.748,2321.148,021028
doggy,42525,Providence,William,3219.523,3224.211,010412
doggy,42525,Providence,William,3256.163,3258.22,010412
doggy,42527,Providence,William,1456.191,1457.451,010605
doggy,42527,Providence,William,1479.428,1481.423,010605
doggy,42527,Providence,William,1494.851,1499.256,010605
doggy,42527,Providence,William,2375.886,2379.415,010605
doggy,42527,Providence,William,2379.415,2381.16,010605
doggy,42502,Providence,Violet,2620.496,2623.441,020515
doggy,42527,Providence,William,3031.931,3033.941,010605
doggy,42527,Providence,William,3033.941,3035.46,010605
doggy,42529,Providence,William,420.048,421.378,010708
doggy,42529,Providence,William,475.893,477.358,010708
doggy,42529,Providence,William,527.13,528.258,010708
doggy,42529,Providence,William,533.753,536.925,010708
doggy,42529,Providence,William,545.251,546.041,010708
doggy,42529,Providence,William,552.71,553.845,010708
doggy,42531,Providence,William,116.895,119.846,010802
doggy,42528,Providence,William,545.61,551,010619
doggy,42532,Providence,William,938.886,939.941,010814
doggy,42526,Providence,William,1910.591,1912.303,010427
doggy,42526,Providence,William,2232.863,2243.446,010427
doggy,42526,Providence,William,2246.726,2250.233,010427
doggy,42526,Providence,William,2320.371,2324.438,010427
doggy,42526,Providence,William,2324.438,2325.526,010427
doggy,42528,Providence,William,2577.09,2580.121,010619
doggy,42528,Providence,William,2580.121,2582.328,010619
doggy,42528,Providence,William,2582.328,2585.561,010619
doggy,42526,Providence,William,3428.451,3431.778,010427
doggy,42518,Providence,Violet,2390.686,2392.538,030424
doggy,42546,Providence,William,2736.728,2740.15,020319
doggy,42552,Providence,William,1570.341,1573.756,020612
doggy,42552,Providence,William,1580,1581.04,020612
dog,42211,Providence,Alex,155.641,158.383,010726
dog,42212,Providence,Alex,525.611,528.13,010908
dog,42213,Providence,Alex,718.681,720.875,011103
dog,42209,Providence,Alex,2235.105,2239.055,010811
dog,42213,Providence,Alex,1630.998,1631.341,011103
dog,42227,Providence,Alex,906.586,908.316,020411
dog,42213,Providence,Alex,2700.521,2701.081,011103
dog,42227,Providence,Alex,1988.858,1995.216,020411
dog,42227,Providence,Alex,2003.241,2004.371,020411
dog,42227,Providence,Alex,2004.371,2004.983,020411
dog,42227,Providence,Alex,2008.825,2010.32,020411
dog,42224,Providence,Alex,3104.906,3106.566,020300
dog,42227,Providence,Alex,2252.705,2253.921,020411
dog,42227,Providence,Alex,2255.455,2256.39,020411
dog,42215,Providence,Alex,3165.945,3166.855,011006
dog,42226,Providence,Alex,1492.593,1497.81,020326
dog,42231,Providence,Alex,301.711,303.145,020620
dog,42231,Providence,Alex,303.146,305.488,020620
dog,42242,Providence,Alex,876.36,877.081,021108
dog,42228,Providence,Alex,3379.215,3381.648,020425
dog,42238,Providence,Alex,2734.823,2735.675,020913
dog,42251,Providence,Alex,149.956,151.453,030327
dog,42232,Providence,Alex,3122.836,3124.011,020606
dog,42232,Providence,Alex,3276.371,3278.041,020606
dog,42251,Providence,Alex,1767.025,1769.176,030327
dog,42244,Providence,Alex,3379.346,3381.456,030006
dog,42251,Providence,Alex,2460.916,2465.361,030327
dog,42229,Providence,Alex,3080.875,3082.503,020509
dog,42307,Providence,Lily,174.705,176.058,010202
dog,42305,Providence,Lily,1018.463,1021.376,010102
dog,42305,Providence,Lily,1507.311,1510.288,010102
dog,42305,Providence,Lily,1511.343,1514.648,010102
dog,42307,Providence,Lily,1978.5,1982.57,010202
dog,42305,Providence,Lily,2350.606,2351.971,010102
dog,42305,Providence,Lily,2351.971,2354.74,010102
dog,42308,Providence,Lily,283.241,284.611,010213
dog,42308,Providence,Lily,527.241,536.481,010213
dog,42309,Providence,Lily,428.101,436.246,010228
dog,42309,Providence,Lily,1059.121,1060.988,010228
dog,42313,Providence,Lily,1083.311,1085.515,010423
dog,42315,Providence,Lily,1031.5,1035.052,010521
dog,42315,Providence,Lily,1035.052,1037.232,010521
dog,42318,Providence,Lily,585.408,588.715,010701
dog,42314,Providence,Lily,1632.103,1637.848,010508
dog,42319,Providence,Lily,772.153,775.606,010719
dog,42318,Providence,Lily,1459.166,1462.845,010701
dog,42318,Providence,Lily,1477.43,1481.63,010701
dog,42318,Providence,Lily,1481.63,1482.691,010701
dog,42312,Providence,Lily,1299.598,1303.956,010326
dog,42312,Providence,Lily,1328.52,1332.265,010326
dog,42312,Providence,Lily,1380.081,1382.41,010326
dog,42319,Providence,Lily,1496.846,1502.048,010719
dog,42319,Providence,Lily,1504.983,1508.791,010719
dog,42319,Providence,Lily,1514.775,1522.023,010719
dog,42319,Providence,Lily,1522.023,1525.483,010719
dog,42318,Providence,Lily,2513.168,2515.778,010701
dog,42312,Providence,Lily,2157.843,2160.443,010326
dog,42319,Providence,Lily,2201.283,2205.483,010719
dog,42319,Providence,Lily,2240.858,2241.828,010719
dog,42312,Providence,Lily,3383.62,3386.531,010326
dog,42312,Providence,Lily,3416.92,3422.815,010326
dog,42312,Providence,Lily,3524.38,3528.896,010326
dog,42332,Providence,Lily,378.153,380.641,020101
dog,42306,Providence,Lily,533.416,534.56,010117
dog,42306,Providence,Lily,534.56,535.953,010117
dog,42326,Providence,Lily,2145.741,2151.29,011022
dog,42326,Providence,Lily,2212.28,2214.686,011022
dog,42333,Providence,Lily,913.306,914.681,020108
dog,42333,Providence,Lily,915.515,917.235,020108
dog,42333,Providence,Lily,917.235,918.793,020108
dog,42333,Providence,Lily,931.396,935.793,020108
dog,42327,Providence,Lily,1026.055,1029.027,011107
dog,42333,Providence,Lily,960.65,963.033,020108
dog,42333,Providence,Lily,1018.281,1020.49,020108
dog,42333,Providence,Lily,1057.293,1061.891,020108
dog,42333,Providence,Lily,1061.891,1063.3,020108
dog,42333,Providence,Lily,1090.948,1093.881,020108
dog,42333,Providence,Lily,1112.16,1114.435,020108
dog,42333,Providence,Lily,1120.963,1122.22,020108
dog,42333,Providence,Lily,1146.665,1152.013,020108
dog,42333,Providence,Lily,1237.621,1239.313,020108
dog,42333,Providence,Lily,1241.311,1242.571,020108
dog,42320,Providence,Lily,505.985,510.453,010803
dog,42306,Providence,Lily,2406.411,2412.42,010117
dog,42331,Providence,Lily,2334.785,2337.296,020023
dog,42306,Providence,Lily,2447.043,2449.026,010117
dog,42320,Providence,Lily,734.68,740.035,010803
dog,42310,Providence,Lily,1592.033,1597.065,010323
dog,42310,Providence,Lily,1633.431,1635.126,010323
dog,42337,Providence,Lily,236.796,241.125,020215a
dog,42310,Providence,Lily,1938.503,1943.575,010323
dog,42334,Providence,Lily,1929.233,1931.063,020115
dog,42306,Providence,Lily,3426.296,3427.395,010117
dog,42306,Providence,Lily,3430.475,3431.636,010117
dog,42306,Providence,Lily,3482.275,3482.983,010117
dog,42327,Providence,Lily,3204.583,3217.698,011107
dog,42328,Providence,Lily,780.53,783.573,011126
dog,42336,Providence,Lily,2003.895,2006.485,020201
dog,42328,Providence,Lily,2271.727,2275.7,011126
dog,42328,Providence,Lily,2277.298,2278.7,011126
dog,42350,Providence,Lily,269.353,271.395,020604
dog,42344,Providence,Lily,1921.632,1926.983,020409
dog,42351,Providence,Lily,1403.375,1407.363,020618
dog,42339,Providence,Lily,2857.56,2863.84,020227
dog,42339,Providence,Lily,2863.84,2867.198,020227
dog,42347,Providence,Lily,2180.661,2182.525,020518
dog,42340,Providence,Lily,2379.715,2381.635,020305
dog,42341,Providence,Lily,2060.95,2062.35,020317
dog,42341,Providence,Lily,2062.35,2068.312,020317
dog,42350,Providence,Lily,2867.176,2875.145,020604
dog,42353,Providence,Lily,3136.272,3137.717,020700
dog,42353,Providence,Lily,3164.873,3166.185,020700
dog,42345,Providence,Lily,2730.29,2732.686,020428
dog,42352,Providence,Lily,1494.611,1497.18,020623
dog,42352,Providence,Lily,1549.078,1550.625,020623
dog,42352,Providence,Lily,1550.625,1552.515,020623
dog,42352,Providence,Lily,1558.01,1560.681,020623
dog,42352,Providence,Lily,1644.728,1647.096,020623
dog,42352,Providence,Lily,1648.35,1651.5,020623
dog,42370,Providence,Lily,167.438,170.382,030003
dog,42352,Providence,Lily,2003.991,2008.998,020623
dog,42352,Providence,Lily,2281.165,2283.396,020623
dog,42370,Providence,Lily,876.598,885.08,030003
dog,42367,Providence,Lily,1552.92,1554.98,021028
dog,42371,Providence,Lily,2559.232,2565.328,030010
dog,42365,Providence,Lily,2837.331,2839.061,021008
dog,42365,Providence,Lily,2861.236,2864.106,021008
dog,42377,Providence,Lily,855.43,857.195,030420
dog,42369,Providence,Lily,1444.618,1446.412,021125
dog,42369,Providence,Lily,1447.328,1451.6,021125
dog,42369,Providence,Lily,1452.673,1467.35,021125
dog,42374,Providence,Lily,3095.872,3100.322,030121
dog,42387,Providence,Naima,420.39,421.345,010026
dog,42375,Providence,Lily,1777.387,1779.473,030218
dog,42386,Providence,Naima,875.233,880.52,010014
dog,42390,Providence,Naima,1248.571,1250.548,010207
dog,42390,Providence,Naima,1467.328,1473.385,010207
dog,42377,Providence,Lily,3315.038,3316.501,030420
dog,42391,Providence,Naima,2769.486,2771.725,010221
dog,42391,Providence,Naima,2804.195,2806.191,010221
dog,42391,Providence,Naima,2806.191,2808.016,010221
dog,42391,Providence,Naima,2808.016,2812.911,010221
dog,42391,Providence,Naima,2971.863,2979.348,010221
dog,42378,Providence,Lily,2783.978,2786.378,030528
dog,42398,Providence,Naima,391.368,401.131,010423
dog,42397,Providence,Naima,947.305,949.783,010416
dog,42392,Providence,Naima,2870.171,2873.841,010307
dog,42400,Providence,Naima,320.573,325.431,010511
dog,42398,Providence,Naima,2434.818,2437.823,010423
dog,42398,Providence,Naima,2437.823,2447.783,010423
dog,42396,Providence,Naima,2535.323,2542.32,010410
dog,42404,Providence,Naima,537.851,539.251,010620
dog,42401,Providence,Naima,1303.28,1308.191,010524
dog,42401,Providence,Naima,1308.191,1314.921,010524
dog,42384,Providence,Lily,221.985,227.976,040002
dog,42404,Providence,Naima,594.881,596.961,010620
dog,42404,Providence,Naima,602.353,607.433,010620
dog,42398,Providence,Naima,3478.146,3480.918,010423
dog,42384,Providence,Lily,271.733,276.085,040002
dog,42407,Providence,Naima,1489.665,1493.036,010717
dog,42404,Providence,Naima,795.97,798.688,010620
dog,42404,Providence,Naima,798.688,800.69,010620
dog,42402,Providence,Naima,2185.086,2191.263,010609
dog,42402,Providence,Naima,2239.961,2242.241,010609
dog,42402,Providence,Naima,2246.385,2248.326,010609
dog,42402,Providence,Naima,2248.328,2251.265,010609
dog,42409,Providence,Naima,1329.815,1335.115,010801
dog,42409,Providence,Naima,1348.875,1353.15,010801
dog,42409,Providence,Naima,1353.15,1359.365,010801
dog,42404,Providence,Naima,1481.116,1482.09,010620
dog,42404,Providence,Naima,1523.428,1528.911,010620
dog,42397,Providence,Naima,3316.546,3319.73,010416
dog,42403,Providence,Naima,2376.638,2386.341,010604
dog,42403,Providence,Naima,2467.616,2471.996,010604
dog,42405,Providence,Naima,2037.608,2041.445,010700
dog,42403,Providence,Naima,3009.44,3017.7,010604
dog,42403,Providence,Naima,3019.2,3021.999,010604
dog,42403,Providence,Naima,3079.363,3080.411,010604
dog,42408,Providence,Naima,2346.175,2348.415,010723
dog,42411,Providence,Naima,2874.09,2879.185,010818
dog,42411,Providence,Naima,2884.56,2887.651,010818
dog,42408,Providence,Naima,3175.085,3181.908,010723
dog,42393,Providence,Naima,4425.285,4428.29,010312
dog,42394,Providence,Naima,3446.413,3448.505,010325
dog,42394,Providence,Naima,3448.505,3451.771,010325
dog,42406,Providence,Naima,265.945,270.248,010710
dog,42406,Providence,Naima,358.623,365.956,010710
dog,42406,Providence,Naima,485.151,486.528,010710
dog,42406,Providence,Naima,548.836,551.396,010710
dog,42406,Providence,Naima,555.096,556.553,010710
dog,42410,Providence,Naima,3673.376,3676.345,010808
dog,42410,Providence,Naima,3986.841,3988.646,010808
dog,42418,Providence,Naima,1389.3,1392.48,011005
dog,42418,Providence,Naima,1932.385,1939.67,011005
dog,42425,Providence,Naima,1179.04,1181.063,011126
dog,42425,Providence,Naima,1198.878,1202.568,011126
dog,42421,Providence,Naima,1706.945,1711.35,011027
dog,42425,Providence,Naima,2097.09,2099.548,011126
dog,42417,Providence,Naima,3955.48,3958.091,010925
dog,42429,Providence,Naima,2471.853,2473.8,020100
dog,42429,Providence,Naima,2479.855,2482.693,020100
dog,42429,Providence,Naima,2482.693,2484.9,020100
dog,42429,Providence,Naima,2496.048,2498.171,020100
dog,42406,Providence,Naima,3811.168,3814.08,010710
dog,42430,Providence,Naima,3982.08,3983.428,020110
dog,42422,Providence,Naima,2340.313,2343.288,011012
dog,42406,Providence,Naima,3912.616,3914.683,010710
dog,42406,Providence,Naima,3991.108,3995.753,010710
dog,42406,Providence,Naima,4000.045,4005.646,010710
dog,42406,Providence,Naima,4236.791,4258.853,010710
dog,42424,Providence,Naima,1604.645,1611.18,011122
dog,42440,Providence,Naima,1647.485,1652.75,020416
dog,42441,Providence,Naima,760.785,764.248,020424
dog,42441,Providence,Naima,808.265,811.065,020424
dog,42441,Providence,Naima,1197.79,1205.055,020424
dog,42437,Providence,Naima,2140.71,2143.398,020316
dog,42445,Providence,Naima,1147.233,1158.151,020515
dog,42438,Providence,Naima,558.078,562.051,020324
dog,42441,Providence,Naima,1966.13,1971.051,020424
dog,42450,Providence,Naima,1331.105,1335.435,020611
dog,42450,Providence,Naima,1657.795,1663.075,020611
dog,42450,Providence,Naima,1663.075,1667.555,020611
dog,42442,Providence,Naima,815.36,821.463,020427
dog,42450,Providence,Naima,2082.135,2089.755,020611
dog,42450,Providence,Naima,2093.985,2098.345,020611
dog,42426,Providence,Naima,3936.785,3937.503,020004
dog,42457,Providence,Naima,553.767,558.16,020819
dog,42453,Providence,Naima,447.776,450.815,020713
dog,42453,Providence,Naima,456.741,460.321,020713
dog,42458,Providence,Naima,35.143,36.726,020917
dog,42458,Providence,Naima,36.726,37.846,020917
dog,42448,Providence,Naima,2092.771,2100.453,020519
dog,42454,Providence,Naima,2240.33,2242.031,020720
dog,42450,Providence,Naima,3393.5,3396.045,020611
dog,42442,Providence,Naima,2915.565,2917.66,020427
dog,42442,Providence,Naima,2921.37,2924.725,020427
dog,42448,Providence,Naima,2886.101,2887.576,020519
dog,42442,Providence,Naima,3278.77,3281.14,020427
dog,42448,Providence,Naima,3315.963,3316.721,020519
dog,42448,Providence,Naima,3420.228,3422.725,020519
dog,42448,Providence,Naima,3464.691,3467.925,020519
dog,42448,Providence,Naima,3475.208,3476.843,020519
dog,42448,Providence,Naima,3486.41,3489.746,020519
dog,42460,Providence,Naima,1256.15,1271.075,021001
dog,42451,Providence,Naima,3160.228,3163.083,020625
dog,42433,Providence,Naima,530.313,533.481,020202
dog,42465,Providence,Naima,1709.216,1712.795,021114
dog,42478,Providence,Violet,1117.62,1119.73,010420
dog,42478,Providence,Violet,1119.73,1125.061,010420
dog,42478,Providence,Violet,1142.386,1144.898,010420
dog,42478,Providence,Violet,1148.578,1152.011,010420
dog,42478,Providence,Violet,1577.791,1584.341,010420
dog,42478,Providence,Violet,1624.566,1625.741,010420
dog,42478,Providence,Violet,1679.045,1680.676,010420
dog,42480,Providence,Violet,1433.355,1435.076,010520
dog,42482,Providence,Violet,2020.981,2024.543,010503
dog,42492,Providence,Violet,288.051,289.876,011128
dog,42492,Providence,Violet,306.101,311.036,011128
dog,42484,Providence,Violet,865.521,868.995,010722
dog,42492,Providence,Violet,697.455,699.37,011128
dog,42492,Providence,Violet,717.146,722.298,011128
dog,42485,Providence,Violet,1777.453,1781.476,010805
dog,42490,Providence,Violet,1624.295,1628.185,011027
dog,42496,Providence,Violet,151.228,154.008,020110
dog,42490,Providence,Violet,1853.378,1858.416,011027
dog,42492,Providence,Violet,1434.076,1435.841,011128
dog,42492,Providence,Violet,1472.328,1473.311,011128
dog,42496,Providence,Violet,421.913,423.946,020110
dog,42496,Providence,Violet,426.32,427.35,020110
dog,42495,Providence,Violet,1372.653,1374.212,020119
dog,42501,Providence,Violet,63.928,66.775,020501
dog,42499,Providence,Violet,1094.04,1094.891,020312
dog,42499,Providence,Violet,1233.62,1236.785,020312
dog,42501,Providence,Violet,771.483,776.518,020501
dog,42501,Providence,Violet,827.578,829.093,020501
dog,42501,Providence,Violet,833.74,839.27,020501
dog,42501,Providence,Violet,839.27,842.12,020501
dog,42501,Providence,Violet,842.12,849.158,020501
dog,42511,Providence,Violet,1107.635,1108.52,021016
dog,42498,Providence,Violet,1633.508,1635.023,020305
dog,42513,Providence,Violet,1123.563,1128.188,021028
dog,42513,Providence,Violet,1130.155,1132.06,021028
dog,42502,Providence,Violet,1186.866,1188.871,020515
dog,42508,Providence,Violet,460.481,465.418,020807
dog,42501,Providence,Violet,2797.676,2800.963,020501
dog,42501,Providence,Violet,2800.963,2802.3,020501
