corpus_name,id,speaker_id,target_child_id,age,pair,item,form,form_numeric,complexity
NewEngland,492379,1906,1903,14,mommy_mom,mommy,CDS,0,NA
NewEngland,492419,1865,1863,20,mommy_mom,mommy,CDS,0,2.3025850929940455
NewEngland,492564,1883,1879,20,mommy_mom,mommy,CDS,0,NA
NewEngland,492638,1916,1902,20,mommy_mom,mommy,CDS,0,NA
NewEngland,492770,1889,1887,19,mommy_mom,mommy,CDS,0,1.0986122886681098
NewEngland,492785,1889,1887,19,mommy_mom,mommy,CDS,0,1.3862943611198906
NewEngland,492887,1916,1902,20,mommy_mom,mommy,CDS,0,NA
NewEngland,492911,1883,1879,20,mommy_mom,mommy,CDS,0,NA
NewEngland,492957,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,492983,1916,1902,20,mommy_mom,mommy,CDS,0,NA
NewEngland,493067,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,493105,1901,1899,20,mommy_mom,mommy,CDS,0,NA
NewEngland,493369,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,493375,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,493427,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,493446,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,493678,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,493691,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,493705,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,493708,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,493716,1980,1978,14,mommy_mom,mommy,CDS,0,NA
NewEngland,493721,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,493753,1905,1903,20,mommy_mom,mommy,CDS,0,NA
NewEngland,493806,1980,1978,14,mommy_mom,mommy,CDS,0,NA
NewEngland,493885,1980,1978,14,mommy_mom,mommy,CDS,0,NA
NewEngland,494177,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,494365,1915,1913,21,mommy_mom,mommy,CDS,0,NA
NewEngland,494827,1906,1903,20,mommy_mom,mommy,CDS,0,1.6094379124341003
NewEngland,494834,1916,1902,20,mommy_mom,mommy,CDS,0,NA
NewEngland,494912,1906,1903,20,mommy_mom,mommy,CDS,0,1.3862943611198906
NewEngland,495029,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,495032,1906,1903,14,mommy_mom,mommy,CDS,0,NA
NewEngland,495034,1912,1910,21,mommy_mom,mommy,CDS,0,NA
NewEngland,495045,1906,1903,14,mommy_mom,mommy,CDS,0,NA
NewEngland,495115,1916,1902,20,mommy_mom,mommy,CDS,0,NA
NewEngland,495132,1916,1902,20,mommy_mom,mommy,CDS,0,NA
NewEngland,495192,1918,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,495198,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,495199,1906,1903,14,mommy_mom,mommy,CDS,0,NA
NewEngland,495336,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,495371,1912,1910,21,mommy_mom,mommy,CDS,0,NA
NewEngland,495378,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,495416,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,495472,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,495485,1915,1913,21,mommy_mom,mommy,CDS,0,1.6094379124341003
NewEngland,495498,1915,1913,21,mommy_mom,mommy,CDS,0,1.6094379124341003
NewEngland,495520,1919,1917,21,mommy_mom,mommy,CDS,0,1.9459101490553135
NewEngland,495650,1906,1903,20,mommy_mom,mommy,CDS,0,NA
NewEngland,495687,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,495746,1929,1927,20,mommy_mom,mommy,CDS,0,NA
NewEngland,495795,1889,1887,19,mommy_mom,mommy,CDS,0,NA
NewEngland,495853,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,495899,1915,1913,21,mommy_mom,mommy,CDS,0,1.9459101490553135
NewEngland,495999,1906,1903,14,mommy_mom,mommy,CDS,0,NA
NewEngland,496016,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,496049,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,496088,1906,1903,20,mommy_mom,mommy,CDS,0,NA
