item,pair,form,form_numeric,speaker_id,target_child_id,age,pitch_mean,pitch_mean_scaled,pitch_range,pitch_range_scaled
kitty,kitty_cat,CDS,0, 3934, 3926,13,221.65245,-5.218554e-01,291.5466267, 0.4570015415
kitty,kitty_cat,CDS,0, 3934, 3926,13,175.88887,-1.214759e+00, 85.5455489,-1.5063494919
kitty,kitty_cat,CDS,0, 3934, 3926,13,157.72745,-1.489740e+00, 28.8360071,-2.0468356809
kitty,kitty_cat,CDS,0, 3934, 3926,13,229.27594,-4.064286e-01,290.3166350, 0.4452787609
kitty,kitty_cat,CDS,0, 3934, 3926,13,173.82510,-1.246007e+00,219.5165488,-0.2295013128
kitty,kitty_cat,CDS,0, 3934, 3926,13,147.95535,-1.637699e+00, 27.6295371,-2.0583342815
kitty,kitty_cat,CDS,0, 3934, 3926,13,196.08859,-9.089163e-01,370.0142597, 1.2048593200
kitty,kitty_cat,CDS,0, 3934, 3926,13,202.69179,-8.089376e-01,260.5494740, 0.1615744868
kitty,kitty_cat,CDS,0, 3934, 3926,13,138.28309,-1.784146e+00, 54.7211179,-1.8001303745
kitty,kitty_cat,CDS,0, 3934, 3926,13,191.22600,-9.825405e-01,207.7288871,-0.3418469276
kitty,kitty_cat,CDS,0, 3934, 3926,13,180.68017,-1.142214e+00,193.3483406,-0.4789047587
kitty,kitty_cat,CDS,0, 3934, 3926,13,153.44196,-1.554627e+00,228.1581769,-0.1471398532
kitty,kitty_cat,CDS,0, 3934, 3926,13,188.40574,-1.025242e+00,192.1339658,-0.4904786976
kitty,kitty_cat,CDS,0, 3934, 3926,13,208.52223,-7.206594e-01,319.2105205, 0.7206600380
kitty,kitty_cat,CDS,0, 3934, 3926,13,284.85527, 4.350949e-01,214.3112280,-0.2791120824
kitty,kitty_cat,CDS,0, 3941, 3940,24,311.38222, 8.367379e-01,261.0852535, 0.1666808828
kitty,kitty_cat,CDS,0, 3942, 3940,24,391.37708, 2.047935e+00,169.7403028,-0.7039077826
kitty,kitty_cat,CDS,0, 3942, 3940,24,267.68463, 1.751152e-01,448.0901564, 1.9489835455
kitty,kitty_cat,CDS,0, 3942, 3940,24,313.48051, 8.685079e-01,124.0232242,-1.1396272187
kitty,kitty_cat,CDS,0, 3934, 3926,10,302.82285, 7.071409e-01,356.1079367, 1.0723212091
kitty,kitty_cat,CDS,0, 3934, 3926,10,308.08740, 7.868512e-01,355.7688447, 1.0690893977
kitty,kitty_cat,CDS,0, 3941, 3940,23,107.99116,-2.242794e+00,208.4122731,-0.3353337263
kitty,kitty_cat,CDS,0, 3941, 3940,23,281.74285, 3.879698e-01,321.9710237, 0.7469697877
kitty,kitty_cat,CDS,0, 3941, 3940,23,299.98868, 6.642289e-01,153.6951209,-0.8568308871
kitty,kitty_cat,CDS,0, 3942, 3940,25,242.11875,-2.119763e-01,347.5579933, 0.9908335767
kitty,kitty_cat,CDS,0, 3942, 3940,25,151.60836,-1.582389e+00, 58.8132169,-1.7611294781
kitty,kitty_cat,CDS,0, 3942, 3940,25,149.76251,-1.610337e+00,111.4263935,-1.2596848456
kitty,kitty_cat,CDS,0, 3942, 3940,25,154.23867,-1.542564e+00,156.5225460,-0.8298833198
kitty,kitty_cat,CDS,0, 3942, 3940,25,313.11463, 8.629682e-01, 47.6666359,-1.8673650936
kitty,kitty_cat,CDS,0, 3941, 3940,25,268.82760, 1.924209e-01,381.2152025, 1.3116130462
kitty,kitty_cat,CDS,0, 3929, 3923,10,294.34390, 5.787616e-01,405.1759342, 1.5399775174
kitty,kitty_cat,CDS,0, 3941, 3940,28,264.79566, 1.313734e-01, 76.4814500,-1.5927374279
kitty,kitty_cat,CDS,0, 3941, 3940,35,289.29968, 5.023874e-01,365.3644551, 1.1605430533
kitty,kitty_cat,CDS,0, 3941, 3940,28,312.49577, 8.535981e-01,228.1166557,-0.1475355821
kitty,kitty_cat,CDS,0, 3942, 3940,57,254.58184,-2.327335e-02,243.1754210,-0.0040137977
kitty,kitty_cat,CDS,0, 3942, 3940,57,282.16459, 3.943554e-01, 95.1418370,-1.4148893780
kitty,kitty_cat,CDS,0, 3942, 3940,57,143.42335,-1.706318e+00,190.5901861,-0.5051921230
kitty,kitty_cat,CDS,0, 3941, 3940,57,317.33102, 9.268084e-01,340.4515459, 0.9231035870
kitty,kitty_cat,CDS,0, 3941, 3940,57,280.49280, 3.690429e-01,121.7665237,-1.1611353361
kitty,kitty_cat,CDS,0, 3941, 3940,57,308.86373, 7.986056e-01,142.2879718,-0.9655499202
kitty,kitty_cat,CDS,0, 3980, 3978,32,124.11021,-1.998737e+00, 90.8677681,-1.4556245893
kitty,kitty_cat,CDS,0, 3980, 3978,32,249.06734,-1.067681e-01,390.2644159, 1.3978591116
kitty,kitty_cat,CDS,0, 3980, 3978,30,256.24301, 1.878222e-03, 80.2585551,-1.5567386686
kitty,kitty_cat,CDS,0, 3980, 3978,31,261.64148, 8.361614e-02,327.6858006, 0.8014360715
kitty,kitty_cat,CDS,0, 3980, 3978,31,221.94171,-5.174758e-01,205.7168668,-0.3610230514
kitty,kitty_cat,CDS,0, 3980, 3978,31,140.64949,-1.748317e+00,191.1022657,-0.5003116052
kitty,kitty_cat,CDS,0, 3980, 3978,31,223.59162,-4.924945e-01,126.4659358,-1.1163462712
kitty,kitty_cat,CDS,0, 3980, 3978,31,182.75667,-1.110774e+00,138.5514223,-1.0011621535
kitty,kitty_cat,CDS,0, 3980, 3978,39,211.45736,-6.762187e-01,275.2766490, 0.3019359575
kitty,kitty_cat,CDS,0, 3980, 3978,52,188.92573,-1.017369e+00,294.7319885, 0.4873605257
kitty,kitty_cat,CDS,0, 3980, 3978,39,300.87430, 6.776380e-01,402.4394945, 1.5138971124
kitty,kitty_cat,CDS,0, 3980, 3978,51,217.32700,-5.873468e-01,233.2892110,-0.0982370940
kitty,kitty_cat,CDS,0, 3980, 3978,52,199.45812,-8.578984e-01, 52.9812497,-1.8167126764
kitty,kitty_cat,CDS,0, 3980, 3978,31,182.55416,-1.113840e+00,347.0024974, 0.9855392670
kitty,kitty_cat,CDS,0, 3980, 3978,54,204.18303,-7.863589e-01,316.2593147, 0.6925327443
kitty,kitty_cat,CDS,0, 3980, 3978,52,293.74026, 5.696219e-01,275.7374609, 0.3063278537
kitty,kitty_cat,CDS,0, 3980, 3978,54,261.60196, 8.301784e-02,225.0261633,-0.1769903873
kitty,kitty_cat,CDS,0, 3980, 3978,52,211.95566,-6.686739e-01, 78.6625848,-1.5719495112
kitty,kitty_cat,CDS,0, 3980, 3978,52,145.95463,-1.667992e+00,150.2357329,-0.8898015545
kitty,kitty_cat,CDS,0, 3980, 3978,52,237.47831,-2.822369e-01,282.6371440, 0.3720872183
kitty,kitty_cat,CDS,0, 3980, 3978,52,180.89241,-1.139001e+00,167.4618476,-0.7256232381
kitty,kitty_cat,CDS,0, 3989, 3985,36,183.36758,-1.101524e+00,206.6841239,-0.3518043364
kitty,kitty_cat,CDS,0, 3989, 3985,43,223.44539,-4.947085e-01,220.0219575,-0.2246843737
kitty,kitty_cat,CDS,0, 3991, 3985,51,275.63241, 2.954521e-01,298.1917470, 0.5203347240
kitty,kitty_cat,CDS,0, 3999, 3993,30,247.42995,-1.315598e-01,379.7919236, 1.2980480869
kitty,kitty_cat,CDS,0, 3999, 3993,30,235.13652,-3.176939e-01,216.8845964,-0.2545858731
kitty,kitty_cat,CDS,0, 3999, 3993,30,273.65346, 2.654889e-01,374.8021274, 1.2504914354
kitty,kitty_cat,CDS,0, 3999, 3993,30,240.75992,-2.325502e-01,240.0854415,-0.0334637139
kitty,kitty_cat,CDS,0, 3987, 3985,39,217.39503,-5.863167e-01,400.0460725, 1.4910859325
kitty,kitty_cat,CDS,0, 3980, 3978,33,302.09400, 6.961055e-01,355.1071788, 1.0627832054
kitty,kitty_cat,CDS,0, 3980, 3978,33,229.26415,-4.066072e-01,275.5940836, 0.3049613563
kitty,kitty_cat,CDS,0, 3980, 3978,33,199.92761,-8.507899e-01,201.8687782,-0.3976983391
kitty,kitty_cat,CDS,0, 4000, 3993,31,186.36817,-1.056093e+00,173.6797876,-0.6663614176
kitty,kitty_cat,CDS,0, 4000, 3993,31,177.59373,-1.188946e+00,186.1092176,-0.5478992497
kitty,kitty_cat,CDS,0, 3989, 3985,45,189.18029,-1.013514e+00,246.3822907, 0.0265501733
kitty,kitty_cat,CDS,0, 3989, 3985,45,121.84784,-2.032991e+00, 68.8506019,-1.6654653655
kitty,kitty_cat,CDS,0, 3989, 3985,45,193.63496,-9.460667e-01,251.8354534, 0.0785230694
kitty,kitty_cat,CDS,0, 3998, 3993,28,218.19734,-5.741690e-01,244.3302142, 0.0069922825
kitty,kitty_cat,CDS,0, 3980, 3978,35,239.08819,-2.578619e-01,226.8329122,-0.1597706599
kitty,kitty_cat,CDS,0, 3980, 3978,35,229.72888,-3.995707e-01,210.4669236,-0.3157513034
kitty,kitty_cat,CDS,0, 4622, 4621,10,396.65461, 2.127842e+00,190.2149438,-0.5087684749
kitty,kitty_cat,CDS,0, 4622, 4621,10,344.33600, 1.335689e+00,155.7936831,-0.8368299517
kitty,kitty_cat,CDS,0, 4714, 4712,10,209.58898,-7.045077e-01,410.8604657, 1.5941555393
kitty,kitty_cat,CDS,0, 4714, 4712,10,188.95093,-1.016987e+00,203.0317291,-0.3866145089
kitty,kitty_cat,CDS,0, 4791, 4790,11,293.39812, 5.644417e-01,418.6088470, 1.6680036595
kitty,kitty_cat,CDS,0, 4811, 4807,11,306.57050, 7.638839e-01,317.0351672, 0.6999272232
kitty,kitty_cat,CDS,0, 4803, 4802,11,214.85809,-6.247284e-01,344.0802448, 0.9576879192
kitty,kitty_cat,CDS,0, 4803, 4802,11,242.71122,-2.030057e-01,320.8321975, 0.7361158858
kitty,kitty_cat,CDS,0, 4803, 4802,11,401.82937, 2.206193e+00,271.3033228, 0.2640670574
kitty,kitty_cat,CDS,0, 4803, 4802,11,382.87423, 1.919194e+00,275.0476314, 0.2997532407
kitty,kitty_cat,CDS,0, 5037, 5036,18,424.70436, 2.552542e+00,282.9630805, 0.3751936482
kitty,kitty_cat,CDS,0, 5037, 5036,18,302.99018, 7.096745e-01,248.0635954, 0.0425743193
kitty,kitty_cat,CDS,0, 4403, 4401,18,307.91873, 7.842974e-01,240.0449994,-0.0338491583
kitty,kitty_cat,CDS,0, 5107, 5103,18,199.37103,-8.592172e-01,302.7037619, 0.5633377472
kitty,kitty_cat,CDS,0, 5107, 5103,18,256.83753, 1.087984e-02,325.9961310, 0.7853322017
kitty,kitty_cat,CDS,0, 5173, 5172,24,274.51473, 2.785294e-01,131.7700658,-1.0657937728
kitty,kitty_cat,CDS,0, 5290, 5285,24,246.17054,-1.506284e-01,380.8456067, 1.3080905093
kitty,kitty_cat,CDS,0, 4487, 4261,24,291.10335, 5.296967e-01,421.8516792, 1.6989103814
kitty,kitty_cat,CDS,0, 4454, 4453,24,342.76216, 1.311860e+00,305.0399275, 0.5856032287
kitty,kitty_cat,CDS,0, 4454, 4453,24,340.46614, 1.277096e+00,223.0266288,-0.1960475108
kitty,kitty_cat,CDS,0, 4454, 4453,24,246.72169,-1.422834e-01,372.3570973, 1.2271883904
kitty,kitty_cat,CDS,0, 4454, 4453,24,283.04177, 4.076368e-01,170.7239314,-0.6945330343
kitty,kitty_cat,CDS,0, 4934, 4931,24,350.44383, 1.428168e+00,201.4917648,-0.4012915703
kitty,kitty_cat,CDS,0, 5393, 5392,24,269.57511, 2.037388e-01,178.9338718,-0.6162858947
kitty,kitty_cat,CDS,0, 4302, 4298,10,271.21726, 2.286025e-01,344.0461461, 0.9573629315
kitty,kitty_cat,CDS,0, 4803, 4802,11,277.51920, 3.240198e-01,439.9000844, 1.8709257682
kitty,kitty_cat,CDS,0, 4766, 4763,11,387.22339, 1.985045e+00,195.8442014,-0.4551172576
kitty,kitty_cat,CDS,0, 5037, 5036,18,220.65960,-5.368881e-01,239.3990267,-0.0400057824
kitty,kitty_cat,CDS,0, 5037, 5036,18,178.81374,-1.170474e+00,161.2058458,-0.7852478175
kitty,kitty_cat,CDS,0, 5085, 5083,11,248.07528,-1.217888e-01,439.4137905, 1.8662910075
kitty,kitty_cat,CDS,0, 4467, 4463,24,195.45419,-9.185217e-01,328.5585321, 0.8097538840
kitty,kitty_cat,CDS,0, 4467, 4463,24,334.79733, 1.191265e+00,295.9703220, 0.4991628104
kitty,kitty_cat,CDS,0, 5471, 5470,24,254.60147,-2.297614e-02,124.3153243,-1.1368432766
kitty,kitty_cat,CDS,0, 5194, 5193,24,287.03634, 4.681184e-01,294.6574452, 0.4866500697
kitty,kitty_cat,CDS,0, 5565, 5564,41,184.43175,-1.085412e+00,255.1969517, 0.1105607715
kitty,kitty_cat,CDS,0, 5565, 5564,40,207.27364,-7.395641e-01,423.2127263, 1.7118822224
kitty,kitty_cat,CDS,0, 5565, 5564,41,220.50364,-5.392495e-01,391.2513624, 1.4072654818
kitty,kitty_cat,CDS,0, 5565, 5564,41,249.71089,-9.702420e-02,219.8524057,-0.2263003348
kitty,kitty_cat,CDS,0,22707,22704,17,250.67306,-8.245594e-02,357.9988711, 1.0903432902
kitty,kitty_cat,CDS,0,22707,22704,18,349.54406, 1.414544e+00,296.3553860, 0.5028327701
kitty,kitty_cat,CDS,0,22707,22704,23,293.91720, 5.723010e-01,209.4029617,-0.3258916900
kitty,kitty_cat,CDS,0,22707,22704,21,180.71720,-1.141654e+00,135.7569192,-1.0277959481
kitty,kitty_cat,CDS,0,22707,22704,21,203.16902,-8.017120e-01, 91.1239907,-1.4531825886
kitty,kitty_cat,CDS,0,22707,22704,23,196.34668,-9.050086e-01, 99.8773341,-1.3697563946
kitty,kitty_cat,CDS,0,22707,22704,22,203.66155,-7.942546e-01,115.3968041,-1.2218437346
kitty,kitty_cat,CDS,0,22707,22704,24,247.11207,-1.363728e-01,319.7292881, 0.7256042979
kitty,kitty_cat,CDS,0,22707,22704,22,279.96264, 3.610159e-01,230.3392735,-0.1263522999
kitty,kitty_cat,CDS,0,22707,22704,25,185.58060,-1.068017e+00,240.3114139,-0.0313100197
kitty,kitty_cat,CDS,0,22707,22704,25,150.26335,-1.602754e+00,120.3257276,-1.1748672470
kitty,kitty_cat,CDS,0,22707,22704,25,165.06440,-1.378652e+00, 65.5528382,-1.6968956269
kitty,kitty_cat,CDS,0,22707,22704,25,162.07117,-1.423972e+00,123.2002625,-1.1474706862
kitty,kitty_cat,CDS,0,22712,22704,36,153.19282,-1.558399e+00, 49.7423304,-1.8475821047
kitty,kitty_cat,CDS,0,22712,22704,36,200.19828,-8.466917e-01,223.5305447,-0.1912447995
kitty,kitty_cat,CDS,0,22721,22720,11,240.76790,-2.324295e-01,321.8371350, 0.7456937241
kitty,kitty_cat,CDS,0,22721,22720,11,321.18095, 9.850999e-01,215.7516384,-0.2653838467
kitty,kitty_cat,CDS,0,22721,22720,11,273.21076, 2.587860e-01,249.1871680, 0.0532828428
kitty,kitty_cat,CDS,0,22721,22720,12,283.23832, 4.106128e-01,309.8346962, 0.6313011155
kitty,kitty_cat,CDS,0,22721,22720,11,290.24832, 5.167507e-01,367.4417309, 1.1803411125
kitty,kitty_cat,CDS,0,22721,22720,12,220.35116,-5.415581e-01,315.8863234, 0.6889778455
kitty,kitty_cat,CDS,0,22721,22720,12,277.54290, 3.243786e-01,373.7602325, 1.2405613644
kitty,kitty_cat,CDS,0,22721,22720,12,347.16506, 1.378524e+00,123.6075396,-1.1435890172
kitty,kitty_cat,CDS,0,22721,22720,12,314.29363, 8.808193e-01,142.7434480,-0.9612088772
kitty,kitty_cat,CDS,0,22721,22720,12,264.64765, 1.291324e-01,443.7769371, 1.9078751996
kitty,kitty_cat,CDS,0,22721,22720,12,342.06064, 1.301238e+00,280.7271565, 0.3538835475
kitty,kitty_cat,CDS,0,22721,22720,12,303.13930, 7.119323e-01,289.3307352, 0.4358823664
kitty,kitty_cat,CDS,0,22721,22720,12,205.67806,-7.637227e-01,381.9907343, 1.3190044688
kitty,kitty_cat,CDS,0,22721,22720,12,258.82897, 4.103213e-02,177.6912984,-0.6281285897
kitty,kitty_cat,CDS,0,22721,22720,12,288.96877, 4.973772e-01,325.5146866, 0.7807436607
kitty,kitty_cat,CDS,0,22721,22720,12,264.01867, 1.196091e-01,124.4612407,-1.1354525798
kitty,kitty_cat,CDS,0,22721,22720,12,298.31538, 6.388936e-01,338.2158012, 0.9017951953
kitty,kitty_cat,CDS,0,22721,22720,12,257.46941, 2.044709e-02,380.3909061, 1.3037568579
kitty,kitty_cat,CDS,0,22721,22720,12,229.37555,-4.049204e-01,363.2495911, 1.1403867489
kitty,kitty_cat,CDS,0,22721,22720,12,230.27140,-3.913564e-01,413.5858046, 1.6201301454
kitty,kitty_cat,CDS,0,22721,22720,12,145.83587,-1.669790e+00,321.3378688, 0.7409353278
kitty,kitty_cat,CDS,0,22721,22720,12,220.66220,-5.368487e-01,218.7070914,-0.2372160731
kitty,kitty_cat,CDS,0,22721,22720,12,254.46863,-2.498749e-02,204.0359649,-0.3770433579
kitty,kitty_cat,CDS,0,22721,22720,12,202.37016,-8.138074e-01, 71.7945006,-1.6374077136
kitty,kitty_cat,CDS,0,22721,22720,12,278.61106, 3.405517e-01,329.2202341, 0.8160604205
kitty,kitty_cat,CDS,0,22721,22720,12,313.99679, 8.763249e-01,365.5729024, 1.1625297190
kitty,kitty_cat,CDS,0,22721,22720,12,289.19567, 5.008127e-01,361.8491335, 1.1270392948
kitty,kitty_cat,CDS,0,22721,22720,12,247.07346,-1.369574e-01,309.9304557, 0.6322137789
kitty,kitty_cat,CDS,0,22721,22720,12,373.61331, 1.778975e+00,355.5735966, 1.0672285307
kitty,kitty_cat,CDS,0,22721,22720,12,339.14521, 1.257096e+00,149.5597416,-0.8962442795
kitty,kitty_cat,CDS,0,22721,22720,12,376.53830, 1.823262e+00,270.7491161, 0.2587850356
kitty,kitty_cat,CDS,0,22721,22720,12,319.48836, 9.594725e-01,228.4948873,-0.1439307405
kitty,kitty_cat,CDS,0,22721,22720,14,259.20025, 4.665365e-02,379.2958432, 1.2933200536
kitty,kitty_cat,CDS,0,22721,22720,14,316.58624, 9.155316e-01,324.4420636, 0.7705207271
kitty,kitty_cat,CDS,0,22721,22720,14,287.15200, 4.698695e-01,420.7784297, 1.6886814759
kitty,kitty_cat,CDS,0,22721,22720,14,284.00768, 4.222616e-01,357.9921557, 1.0902792863
kitty,kitty_cat,CDS,0,22721,22720,14,244.10420,-1.819148e-01,396.5331611, 1.4576051456
kitty,kitty_cat,CDS,0,22721,22720,14,308.36918, 7.911176e-01,332.7575244, 0.8497735579
kitty,kitty_cat,CDS,0,22721,22720,14,247.42569,-1.316242e-01,368.4662849, 1.1901059122
kitty,kitty_cat,CDS,0,22721,22720,14,264.42218, 1.257187e-01,369.9657661, 1.2043971377
kitty,kitty_cat,CDS,0,22721,22720,14,349.73284, 1.417402e+00,359.4008983, 1.1037057031
kitty,kitty_cat,CDS,0,22721,22720,15,242.79858,-2.016830e-01,379.1010093, 1.2914631348
kitty,kitty_cat,CDS,0,22721,22720,15,308.43406, 7.921000e-01,267.2461990, 0.2253995021
kitty,kitty_cat,CDS,0,22721,22720,15,194.39172,-9.346085e-01,182.9495183,-0.5780136499
kitty,kitty_cat,CDS,0,22721,22720,15,212.76960,-6.563502e-01,251.0161666, 0.0707146268
kitty,kitty_cat,CDS,0,22729,22728,14,253.72729,-3.621212e-02,396.5560171, 1.4578229807
kitty,kitty_cat,CDS,0,22729,22728,13,217.44630,-5.855405e-01,386.4963309, 1.3619463208
kitty,kitty_cat,CDS,0,22729,22728,14,290.04409, 5.136584e-01,405.5760254, 1.5437906996
kitty,kitty_cat,CDS,0,22729,22728,13,294.30107, 5.781132e-01,339.5174876, 0.9142012826
kitty,kitty_cat,CDS,0,22729,22728,13,243.93469,-1.844814e-01,427.3821548, 1.7516201295
kitty,kitty_cat,CDS,0,22729,22728,13,167.35547,-1.343963e+00,169.1431660,-0.7095989615
kitty,kitty_cat,CDS,0,22729,22728,13,321.32031, 9.872100e-01,339.8242402, 0.9171248740
kitty,kitty_cat,CDS,0,22729,22728,13,146.16034,-1.664877e+00,113.4963772,-1.2399562855
kitty,kitty_cat,CDS,0,22729,22728,13,117.13436,-2.104358e+00, 84.3312276,-1.5179229214
kitty,kitty_cat,CDS,0,22729,22728,13,325.70480, 1.053595e+00,369.6528152, 1.2014144721
kitty,kitty_cat,CDS,0,22729,22728,13,264.37503, 1.250048e-01,336.1367467, 0.8819801827
kitty,kitty_cat,CDS,0,22729,22728,14,154.94747,-1.531832e+00, 33.6933289,-2.0005416138
kitty,kitty_cat,CDS,0,22729,22728,14,242.47858,-2.065282e-01,365.8631761, 1.1652962534
kitty,kitty_cat,CDS,0,22729,22728,14,267.71229, 1.755340e-01,442.8950336, 1.8994699712
kitty,kitty_cat,CDS,0,22729,22728,14,191.88580,-9.725505e-01,168.5066403,-0.7156655483
kitty,kitty_cat,CDS,0,22729,22728,14,306.84364, 7.680195e-01,433.0677574, 1.8058083592
kitty,kitty_cat,CDS,0,22729,22728,14,342.06946, 1.301372e+00,397.1117562, 1.4631196079
kitty,kitty_cat,CDS,0,22729,22728,14,221.59043,-5.227944e-01,259.3607513, 0.1502450314
kitty,kitty_cat,CDS,0,22729,22728,17,224.19276,-4.833928e-01,383.0225535, 1.3288385113
kitty,kitty_cat,CDS,0,22729,22728,17,312.07627, 8.472465e-01,360.0139142, 1.1095482234
kitty,kitty_cat,CDS,0,22729,22728,19,258.78512, 4.036816e-02,310.7784005, 0.6402953541
kitty,kitty_cat,CDS,0,22729,22728,18,258.51698, 3.630829e-02,335.0843686, 0.8719501981
kitty,kitty_cat,CDS,0,22729,22728,18,279.53996, 3.546161e-01,335.6251419, 0.8771041900
kitty,kitty_cat,CDS,0,22729,22728,19,255.15623,-1.457654e-02,355.1487220, 1.0631791448
kitty,kitty_cat,CDS,0,22729,22728,20,294.83273, 5.861629e-01,440.1843400, 1.8736349454
kitty,kitty_cat,CDS,0,22729,22728,20,233.09321,-3.486315e-01,451.6862459, 1.9832570850
kitty,kitty_cat,CDS,0,22729,22728,19,423.40556, 2.532877e+00,431.0132559, 1.7862273568
kitty,kitty_cat,CDS,0,22729,22728,19,301.79893, 6.916378e-01,396.6340501, 1.4585666959
kitty,kitty_cat,CDS,0,22729,22728,19,331.50695, 1.141445e+00,297.3886528, 0.5126806097
kitty,kitty_cat,CDS,0,22729,22728,20,387.19875, 1.984672e+00,300.7815160, 0.5450172439
kitty,kitty_cat,CDS,0,22729,22728,19,316.40233, 9.127471e-01,330.9714422, 0.8327508004
kitty,kitty_cat,CDS,0,22729,22728,19,266.76123, 1.611340e-01,214.7129698,-0.2752831692
kitty,kitty_cat,CDS,0,22729,22728,16,311.11332, 8.326666e-01,251.7334556, 0.0775509507
kitty,kitty_cat,CDS,0,22729,22728,20,263.09760, 1.056632e-01,381.6144561, 1.3154182446
kitty,kitty_cat,CDS,0,22729,22728,20,182.58101,-1.113434e+00,434.8024003, 1.8223408602
kitty,kitty_cat,CDS,0,22729,22728,20,267.22542, 1.681623e-01,360.9326929, 1.1183049009
kitty,kitty_cat,CDS,0,22729,22728,20,152.50861,-1.568758e+00,185.6431276,-0.5523414516
kitty,kitty_cat,CDS,0,22729,22728,20,321.35985, 9.878086e-01,304.8488837, 0.5837824315
kitty,kitty_cat,CDS,0,22729,22728,20,231.70753,-3.696120e-01,395.0630412, 1.4435937558
kitty,kitty_cat,CDS,0,22729,22728,16,337.83852, 1.237311e+00,313.9378560, 0.6704074312
kitty,kitty_cat,CDS,0,22729,22728,16,241.46348,-2.218978e-01,436.2355814, 1.8360001945
kitty,kitty_cat,CDS,0,22729,22728,20,267.23246, 1.682689e-01,317.6090687, 0.7053969525
kitty,kitty_cat,CDS,0,22729,22728,18,258.43599, 3.508209e-02,396.8473449, 1.4605995618
kitty,kitty_cat,CDS,0,22729,22728,21,287.90427, 4.812595e-01,431.4433486, 1.7903264759
kitty,kitty_cat,CDS,0,22729,22728,18,267.54327, 1.729749e-01,216.8367010,-0.2550423532
kitty,kitty_cat,CDS,0,22729,22728,18,223.59223,-4.924854e-01,346.3820118, 0.9796255546
kitty,kitty_cat,CDS,0,22729,22728,21,204.97608,-7.743513e-01,289.7034410, 0.4394345433
kitty,kitty_cat,CDS,0,22729,22728,21,205.00968,-7.738425e-01,330.3428729, 0.8267600441
kitty,kitty_cat,CDS,0,22729,22728,21,210.51646,-6.904648e-01,421.5740578, 1.6962644332
kitty,kitty_cat,CDS,0,22729,22728,25,212.47546,-6.608037e-01,263.0437998, 0.1853473578
kitty,kitty_cat,CDS,0,22729,22728,25,334.97536, 1.193960e+00,213.3271877,-0.2884907540
kitty,kitty_cat,CDS,0,22729,22728,25,247.38774,-1.321988e-01,369.3070200, 1.1981187734
kitty,kitty_cat,CDS,0,22729,22728,22,222.70622,-5.059004e-01,399.9709295, 1.4903697609
kitty,kitty_cat,CDS,0,22729,22728,22,203.81957,-7.918619e-01,360.0482237, 1.1098752193
kitty,kitty_cat,CDS,0,22729,22728,25,232.89299,-3.516631e-01,259.9195922, 0.1555712211
kitty,kitty_cat,CDS,0,22729,22728,25,371.59338, 1.748392e+00,411.2184002, 1.5975669343
kitty,kitty_cat,CDS,0,22729,22728,25,238.59651,-2.653064e-01,334.4633147, 0.8660310700
kitty,kitty_cat,CDS,0,22729,22728,25,265.22228, 1.378330e-01,390.4654435, 1.3997750613
kitty,kitty_cat,CDS,0,22729,22728,22,241.21024,-2.257320e-01,318.7747046, 0.7165063730
kitty,kitty_cat,CDS,0,22729,22728,19,242.76216,-2.022345e-01,120.7400220,-1.1709186979
kitty,kitty_cat,CDS,0,22729,22728,19,229.36217,-4.051230e-01,307.6318044, 0.6103058382
kitty,kitty_cat,CDS,0,22729,22728,21,309.01482, 8.008932e-01,422.6875172, 1.7068765696
kitty,kitty_cat,CDS,0,22729,22728,23,218.07991,-5.759471e-01,172.4889846,-0.6777106996
kitty,kitty_cat,CDS,0,22729,22728,21,151.33207,-1.586572e+00,128.5417182,-1.0965624449
kitty,kitty_cat,CDS,0,22729,22728,21,208.03102,-7.280967e-01,345.6060857, 0.9722303737
kitty,kitty_cat,CDS,0,22729,22728,21,248.69012,-1.124796e-01,382.9185393, 1.3278471749
kitty,kitty_cat,CDS,0,22729,22728,21,227.45233,-4.340398e-01,368.1246557, 1.1868499189
kitty,kitty_cat,CDS,0,22729,22728,26,327.83580, 1.085861e+00,205.9481497,-0.3588187444
kitty,kitty_cat,CDS,0,22729,22728,26,303.68114, 7.201362e-01,362.9765229, 1.1377841961
kitty,kitty_cat,CDS,0,22729,22728,14,144.64531,-1.687816e+00, 99.0286661,-1.3778448630
kitty,kitty_cat,CDS,0,22729,22728,14,258.60619, 3.765900e-02,327.8737560, 0.8032274336
kitty,kitty_cat,CDS,0,22729,22728,24,240.76086,-2.325360e-01,419.8634130, 1.6799606528
kitty,kitty_cat,CDS,0,22729,22728,14,184.18118,-1.089206e+00,113.7481461,-1.2375567320
kitty,kitty_cat,CDS,0,22729,22728,14,249.09922,-1.062855e-01,349.1009710, 1.0055393579
kitty,kitty_cat,CDS,0,22729,22728,26,228.90979,-4.119724e-01,376.6108965, 1.2677304168
kitty,kitty_cat,CDS,0,22729,22728,24,219.80074,-5.498921e-01,361.1283485, 1.1201696516
kitty,kitty_cat,CDS,0,22735,22728,29,137.32373,-1.798672e+00,406.2071404, 1.5498057178
kitty,kitty_cat,CDS,0,22729,22728,26,287.37299, 4.732154e-01,352.9692134, 1.0424067265
kitty,kitty_cat,CDS,0,22729,22728,20,286.02917, 4.528687e-01,427.4533893, 1.7522990501
kitty,kitty_cat,CDS,0,22729,22728,20,295.66397, 5.987487e-01,355.8236269, 1.0696115154
